Proteins,p_value ,q-value L166P(1&2)/WT,FC
GCFC2,2.24456,0.109077,-1.08524
GCHFR,3.84749,0.00762687,2.27191
GCLC,0.869422,0.23769,-0.767554
GCLM,1.25765,0.258592,-0.623879
GCN1,2.06917,0.19383,-0.741496
GCSH,2.07283,0.0466037,1.64761
GDAP1,1.85657,0.083353,-1.35184
GDAP2,2.63447,0.136259,0.911381
GDE1,1.79548,0.091666,1.28006
GDI1,0.437713,0.595912,-0.246668
GDI2,0.739714,0.56905,0.251271
GDPD1,0.851074,0.316277,0.559089
GDPD5,2.73628,0.026,1.84903
GDPGP1,0.192281,0.782122,0.128345
GEMIN2,1.70228,0.327441,-0.457658
GEMIN4,0.789129,0.47533,0.32243
GEMIN5,2.44678,0.0430708,-1.61357
GEMIN6,2.85717,0.0146823,2.19696
GEMIN7,2.80849,0.0166899,2.08608
GEMIN8,2.36084,0.056116,1.46663
GEN1,5.24348,0.0755429,1.07899
GET1,0.531454,0.198366,1.32725
GET3,1.98253,0.210724,-0.69243
GET4,0.466708,0.336758,-0.644351
GFER,2.47847,0.0459732,1.55146
GFM1,0.156166,0.895758,-0.0591921
GFM2,0.967356,0.601908,0.212031
GFOD2,1.00917,0.241275,-0.714803
GFPT1,0.258887,0.744864,-0.150764
GFPT2,3.20689,0.0312443,-1.63059
GGA1,1.591,0.07482,1.53257
GGA2,3.13298,0.166737,0.767889
GGA3,0.47313,0.582903,-0.254107
GGACT,0.413147,0.655511,-0.193839
GGCT,1.41706,0.103288,-1.32224
GGCX,3.10185,0.264279,-0.527578
GGH,1.54151,0.0564959,-1.75481
GGPS1,3.1767,0.124935,0.927023
GGT5,2.56456,0.234588,-0.602227
GGT6,0.921972,0.221361,0.8169
GGT7,2.99844,0.246826,0.562557
GHDC,0.504403,0.471557,0.358386
GHITM,1.69005,0.136306,-1.02456
GID8,0.386953,0.724855,0.150234
GIGYF1,0.740865,0.302356,0.607357
GIGYF2,2.67122,0.100942,1.08576
GINS1,3.64186,0.0167585,-1.85773
GINS2,2.62336,0.0904364,1.14136
GINS3,0.209993,0.646227,-0.240436
GINS4,1.56622,0.355235,-0.425154
GIPC1,0.0256327,0.970282,-0.0176508
GIT1,0.875281,0.412519,-0.38652
GIT2,1.78594,0.205368,0.723182
GJA1,0.461985,0.30038,-0.783273
GJB2,3.18116,0.00504292,-2.99134
GK,0.3572,0.73093,-0.147587
GLB1,0.477647,0.780604,0.113725
GLCCI1,1.57214,0.104466,1.25613
GLCE,0.61567,0.458252,-0.373884
GLDC,6.05751,0,3.90981
GLE1,3.06114,0.090235,-1.09949
GLG1,3.74342,0.0673423,-1.19155
GLI2,2.05381,0.125418,1.02291
GLIPR2,1.65024,0.0483874,1.82334
GLIS1,1.06391,0.331203,0.49078
GLMN,1.13707,0.130129,-1.23946
GLO1,1.96038,0.101665,1.18413
GLOD4,1.77251,0.103079,-1.19496
GLRX,6.30589,0.00453642,2.48156
GLRX2,2.80545,0.111041,-1.01881
GLRX3,2.12086,0.0863676,-1.25415
GLRX5,2.3132,0.041882,-1.65709
GLS,3.12622,0.115647,0.962895
GLT8D1,3.91816,0.0276379,-1.58591
GLT8D2,4.72198,0.0307453,-1.45238
GLTP,1.45286,0.0771951,-1.57538
GLUD1,1.31149,0.284481,0.563865
GLUL,1.59832,0.086,-1.40176
GLYR1,1.59608,0.192533,-0.790277
GM2A,1.17322,0.350362,-0.449528
GMDS,0.720579,0.304377,0.617038
GMFB,1.08078,0.413778,0.369658
GMIP,4.46271,0.00487446,2.55026
GMPPA,0.585482,0.614156,-0.218255
GMPPB,1.73116,0.154236,0.926695
GMPR2,1.30298,0.395994,0.389244
GMPS,1.48084,0.11136,-1.21501
GNA11,0.765436,0.606346,0.215299
GNA12,2.46475,0.0211562,-2.0601
GNA13,1.92758,0.17073,-0.832084
GNAI1,0.598614,0.17098,-1.46697
GNAI2,2.57817,0.185494,-0.731614
GNAI3,0.85102,0.237607,-0.785892
GNAQ,0.289483,0.665678,-0.2124
GNAS,0.377757,0.635357,-0.226174
GNAZ,2.31357,0.20403,0.689949
GNB1,2.05228,0.00913433,-3.18117
GNB1L,3.98433,0.00541424,-2.45774
GNB2,1.85623,0.255257,-0.584202
GNB4,1.71165,0.0303474,-2.18782
GNE,1.92365,0.101616,-1.193
GNG10,0.818494,0.111968,-1.76099
GNG11,3.89012,0.00485537,-2.69871
GNG12,0.0887219,0.937659,-0.0346611
GNG2,0.431669,0.541504,0.301668
GNG5,0.804995,0.210198,-0.919154
GNG7,3.48713,0.0384203,-1.49447
GNL1,2.89059,0.275556,-0.51015
GNL2,3.0385,0.175395,0.745367
GNL3,1.81419,0.444069,-0.317856
GNL3L,1.60763,0.4518,0.315608
GNPAT,1.11921,0.192644,-0.878553
GNPDA1,1.35935,0.31401,0.49969
GNPDA2,2.26213,0.127665,-0.990203
GNPNAT1,1.78914,0.0711258,-1.48026
GNPTAB,0.389847,0.663681,0.189579
GNPTG,3.46363,0.126643,0.904399
GNS,1.80583,0.366896,0.402122
GOLGA1,3.48529,0.136384,0.860917
GOLGA2,0.817241,0.533716,0.269025
GOLGA3,0.753907,0.77486,-0.112956
GOLGA4,0.864542,0.494022,-0.298731
GOLGA5,0.385515,0.565143,0.286824
GOLGA7,1.26822,0.37843,-0.404482
GOLGB1,3.78289,0.171006,-0.733672
GOLIM4,0.753291,0.315416,-0.578506
GOLM1,1.20514,0.604069,0.20432
GOLM2,0.968135,0.2937,0.580079
GOLPH3,2.9006,0.0179975,-2.00887
GOLPH3L,0.171406,0.838405,-0.0907733
GOLT1B,2.30368,0.214362,0.664094
GON7,0.210963,0.576175,-0.339744
GOPC,0.0550519,0.941489,-0.0343604
GORAB,0.452163,0.75281,-0.130191
GORASP2,1.9563,0.140103,-0.963223
GOSR1,2.28888,0.139971,-0.92858
GOSR2,0.711227,0.552915,-0.25418
GOT1,0.89268,0.614902,-0.203894
GOT2,0.739212,0.476015,-0.325445
GP2,2.27252,0.026582,2.00817
GPAA1,2.50829,0.360637,-0.393857
GPALPP1,1.33349,0.211688,0.755279
GPANK1,1.18931,0.226979,0.726312
GPAT3,4.18568,0.0549101,-1.25455
GPAT4,1.06809,0.390668,0.408966
GPATCH11,0.718276,0.258266,-0.753561
GPATCH2L,3.53228,0.103469,1.00584
GPATCH4,2.91398,0.103002,1.04797
GPATCH8,0.00326494,0.995718,0.00218982
GPBP1,0.960539,0.258235,-0.676428
GPBP1L1,1.75631,0.0612296,1.60888
GPC1,0.910432,0.514602,0.279423
GPC4,0.529339,0.49965,0.337645
GPC6,2.44619,0.0909612,-1.16033
GPCPD1,1.21791,0.308291,0.520332
GPD1L,0.266857,0.737348,0.151141
GPD2,2.24688,0.401945,-0.351803
GPHN,1.37487,0.275298,0.573408
GPI,0.588094,0.504019,0.308271
GPKOW,1.33574,0.166088,0.949269
GPN1,2.71056,0.0283693,1.79762
GPN2,1.49868,0.150904,-0.98468
GPN3,0.509063,0.655501,-0.187737
GPR107,0.869417,0.166103,1.14693
GPR161,1.41251,0.224584,0.701876
GPR176,2.06984,0.0885692,-1.24899
GPR180,0.13256,0.8568,0.0837017
GPR89A,1.52147,0.152295,-0.976858
GPRASP2,2.33623,0.0453946,1.58744
GPRC5A,4.01735,0.00240909,3.9899
GPRC5B,0.899567,0.251979,-0.716102
GPRC5C,3.2906,0.0939549,1.06311
GPRIN1,0.106474,0.914851,-0.0477854
GPS1,2.50378,0.065908,-1.35476
GPS2,1.99541,0.108752,1.12873
GPSM1,0.614237,0.442495,0.378645
GPSM2,0.197647,0.762287,0.142703
GPT2,2.32578,0.212064,0.667814
GPX1,2.50711,0.042734,-1.58536
GPX4,3.52775,0.0111709,-2.10312
GPX7,2.26395,0.129361,-0.977243
GPX8,0.609325,0.267411,-0.783902
GRAMD1A,5.11301,0.0440975,1.29224
GRAMD2B,3.05119,0.0207466,1.86877
GRAMD4,1.37023,0.248989,-0.636673
GRB10,2.49796,0.130746,0.944233
GRB14,2.62158,0.00506367,3.25162
GRB2,0.755924,0.596473,0.222258
GREM1,2.23624,0.0625931,1.43672
GRHPR,0.023645,0.973064,0.0157141
GRIP1,2.9008,0.0513044,1.41382
GRIPAP1,2.29605,0.198171,0.711472
GRK2,3.92868,0.105001,-0.979071
GRK5,3.53603,0.0235514,-1.72916
GRK6,2.34313,0.089584,1.18619
GRN,0.386652,0.723216,0.150983
GRPEL1,2.03376,0.537831,0.240885
GRSF1,1.7276,0.260388,0.580691
GRWD1,2.24024,0.248373,-0.583152
GSDME,1.74556,0.213638,-0.702632
GSE1,0.878608,0.425172,0.369397
GSK3A,1.16829,0.213601,0.780239
GSK3B,1.6097,0.293655,-0.521784
GSN,2.90118,0.132898,-0.91099
GSPT1,0.00139186,0.998171,0.000840677
GSPT2,2.19493,0.0784258,-1.30441
GSR,3.05163,0.043043,-1.48811
GSS,1.25633,0.517594,0.265635
GSTA4,0.110302,0.921663,-0.0437481
GSTCD,0.773505,0.329013,-0.538927
GSTK1,1.9036,0.131595,-1.009
GSTM2,2.52677,0.061204,-1.38478
GSTM3,2.88604,0.0211885,-1.913
GSTM5,2.91489,0.00830248,-2.54441
GSTO1,2.68757,0.0932026,-1.12766
GSTP1,3.07357,0.0733592,-1.22096
GSTT1,0.842799,0.50896,-0.285581
GSTZ1,1.29554,0.156864,1.00034
GTDC1,1.00548,0.119451,1.42017
GTF2A1,2.88145,0.0298377,-1.73098
GTF2A2,2.26469,0.101689,-1.13257
GTF2B,0.535493,0.769635,-0.118064
GTF2E1,2.16153,0.0870096,1.23439
GTF2E2,1.76591,0.59807,-0.203744
GTF2F1,1.49432,0.212998,0.728549
GTF2F2,3.55945,0.210878,-0.631173
GTF2H1,2.4151,0.121939,-1.00342
GTF2H2C,1.6652,0.540474,0.242461
GTF2H3,2.18899,0.176498,-0.788487
GTF2H4,2.10504,0.0743344,-1.36399
GTF2H5,0.933596,0.345928,0.485363
GTF2I,1.27951,0.371144,-0.414577
GTF2IRD1,1.09472,0.20667,0.821955
GTF3C1,1.76392,0.129342,-1.03318
GTF3C2,2.3743,0.118068,-1.00769
GTF3C3,3.57894,0.139938,-0.847478
GTF3C4,4.06694,0.0349634,-1.47138
GTF3C5,0.937603,0.432128,-0.365923
GTF3C6,2.64198,0.0589721,-1.38949
GTPBP1,3.01031,0.307244,-0.457841
GTPBP10,1.97091,0.156799,0.885317
GTPBP2,1.42305,0.230961,0.681929
GTPBP3,0.390857,0.717339,0.155921
GTPBP4,2.94976,0.300402,0.470209
GTPBP6,1.37043,0.340907,0.454546
GTPBP8,1.79478,0.31633,0.474275
GTSE1,2.1235,0.0442272,1.69663
GUCD1,0.0314797,0.958755,-0.0256854
GUF1,2.01405,0.0809733,-1.33037
GUK1,3.88757,0.100985,1.00045
GULP1,1.39807,0.303807,-0.517772
GUSB,4.57717,0.148467,-0.788839
GYG1,1.69629,0.208464,0.721642
GYG2,1.81466,0.0141562,2.99723
GYPC,0.407306,0.623227,0.21873
GYS1,1.84255,0.24647,-0.606186
H1-10,5.61608,0.00369697,-2.68012
H1-2,1.79013,0.00696524,-3.95372
H1-3,1.81765,0.0140502,-2.88669
H1-4,2.26542,0.0102456,-2.7183
H1-5,1.50298,0.0152355,-3.37942
H2AC18,0.649786,0.181213,1.24012
H2AC21,3.64217,0.00505128,-2.68376
H2AW,0.262073,0.497394,-0.417256
H2AX,3.40419,0.0386797,-1.49144
H2AZ2,2.56261,0.0187978,-2.08231
H2BC11,0.0498758,0.89603,0.0757294
H2BC18,3.65129,0.0373328,-1.48572
H2BU1,4.0422,0.00419101,-2.85412
H3-3A,3.34689,0.00760794,-2.39468
H3C1,0.0867194,0.80635,0.143823
H4C1,1.74841,0.154241,-0.927843
H6PD,4.78378,0.120193,-0.886044
HABP2,0.908286,0.158104,-1.1756
HABP4,3.10579,0.0189214,1.93958
HACD1,3.26461,0.0218148,1.81041
HACD2,1.59432,0.115449,1.1814
HACD3,1.57224,0.254735,-0.603702
HACD4,0.421016,0.314971,-0.753307
HACE1,0.0806738,0.851005,-0.105597
HACL1,0.944143,0.549379,0.254955
HADH,2.6369,0.0896943,-1.15446
HADHA,0.587524,0.448696,-0.374706
HADHB,2.19558,0.292474,0.499604
HAGH,3.19995,0.0279982,1.6881
HAGHL,2.52122,0.0421738,1.59785
HARS1,0.0920872,0.927031,0.0412141
HARS2,3.24124,0.169271,-0.758116
HAT1,1.51791,0.0700126,-1.57819
HAUS1,3.11101,0.150552,-0.830568
HAUS2,1.85326,0.166446,-0.861064
HAUS3,4.75027,0.177186,-0.698673
HAUS4,3.43422,0.0787498,-1.14059
HAUS5,3.85349,0.139922,-0.833616
HAUS6,2.11094,0.366892,-0.393027
HAUS7,2.55974,0.00691842,-2.86969
HAUS8,4.3925,0.13483,-0.840246
HAX1,2.19348,0.0278671,1.99862
HBA1,1.22858,0.140139,1.12765
HBB,2.34482,0.0460441,1.59023
HBP1,0.645637,0.264207,0.762351
HBS1L,1.29448,0.209273,0.769665
HCCS,1.85711,0.135834,-0.993342
HCFC1,3.85051,0.193133,-0.67021
HCFC2,0.187027,0.836318,-0.0958151
HCLS1,4.21254,0.0210824,1.69025
HDAC1,1.29953,0.442544,-0.331687
HDAC2,3.34952,0.0723994,-1.18626
HDAC3,1.3421,0.314057,-0.498087
HDAC4,0.390045,0.696569,0.168538
HDAC5,3.49753,0.152078,-0.807739
HDAC6,0.986461,0.599868,-0.212182
HDAC7,3.11855,0.148013,0.835357
HDAC8,0.0730094,0.873563,-0.0866772
HDAC9,2.53757,0.0290606,1.8349
HDDC2,0.0653345,0.957282,0.0234606
HDDC3,1.36758,0.296158,0.531676
HDGF,1.22859,0.323887,-0.489069
HDGFL2,2.72792,0.0223608,-1.91599
HDGFL3,0.320523,0.544353,-0.316422
HDHD2,0.331562,0.613724,-0.240914
HDHD3,3.50993,0.161159,0.773607
HDHD5,0.12371,0.881835,0.0676858
HDLBP,2.79973,0.344676,-0.409177
HEATR1,0.821592,0.507232,0.288799
HEATR3,1.97069,0.0278032,2.07775
HEATR5A,1.28159,0.254423,-0.635426
HEATR5B,1.74519,0.081427,-1.3975
HEATR6,1.76463,0.136138,-1.00058
HEBP1,0.80871,0.579878,0.232344
HEBP2,0.470569,0.580818,-0.25067
HECA,0.413809,0.50673,-0.336931
HECTD1,0.0106704,0.992107,0.0039239
HECTD3,0.988482,0.480499,-0.307537
HECTD4,0.189004,0.90031,-0.0530004
HECW2,0.491932,0.535737,0.28961
HEG1,3.29061,0.140753,-0.856738
HELLS,2.25772,0.0260619,2.01269
HELZ,0.326265,0.701251,0.18179
HELZ2,2.74196,0.16637,0.792358
HEMK1,1.43468,0.321697,0.479029
HEPH,1.58914,0.0366327,2.16486
HERC1,0.35216,0.906388,0.0471517
HERC2,4.03285,0.0304885,1.51766
HERC4,1.59616,0.189531,-0.798387
HERPUD1,1.65177,0.227771,0.667531
HERPUD2,1.67824,0.032486,2.21046
HEXA,0.619994,0.431338,-0.397937
HEXB,1.45338,0.389931,-0.383536
HEXD,2.00451,0.117902,-1.07713
HEXIM1,1.07437,0.405264,0.379852
HGH1,0.859621,0.59776,0.217594
HGS,1.68212,0.22736,0.666255
HGSNAT,1.33233,0.15078,-1.02182
HIBADH,2.50613,0.22703,-0.622445
HIBCH,1.2947,0.423738,-0.349838
HID1,4.60753,0.00364463,2.95803
HIF1AN,2.10272,0.0355838,-1.85152
HIGD2A,0.999046,0.0877835,1.80633
HIKESHI,3.39092,0.0140282,-2.02452
HINT1,2.20963,0.0626019,1.44946
HINT2,0.529391,0.781118,-0.111368
HIP1,0.812897,0.409578,0.394244
HIP1R,0.668097,0.473925,0.332822
HIRA,2.20706,0.21103,-0.676845
HIVEP1,2.63966,0.0195867,2.06099
HIVEP2,1.38675,0.223078,0.709369
HK1,0.182443,0.771433,0.137738
HK2,5.34129,0.0573344,1.1843
HK3,2.07203,0.128544,1.00112
HKDC1,2.15985,0.0196631,2.29593
HLA-A,1.79841,0.234,0.63937
HLA-B,1.45135,0.0857677,1.46716
HLA-C,2.67267,0.0211496,1.95047
HLA-E,2.32343,0.159625,0.842717
HLCS,1.2366,0.291573,-0.551357
HLTF,0.983785,0.382642,0.415446
HM13,0.852953,0.295888,0.598202
HMBOX1,1.56373,0.0304191,2.35816
HMBS,0.910387,0.417154,0.382155
HMCES,3.06864,0.141456,-0.857896
HMG20A,1.14923,0.254746,0.647637
HMG20B,1.08464,0.495937,-0.289601
HMGA1,4.31543,0.0228182,-1.63521
HMGA2,0.416943,0.411322,0.498602
HMGB1,2.2004,0.00940619,-2.84741
HMGB2,3.56114,0.00361628,-3.78755
HMGB3,4.77498,0.0050519,-2.35396
HMGCL,0.183932,0.829591,-0.0954431
HMGCR,2.19698,0.156921,0.857649
HMGCS1,0.747431,0.258006,-0.746901
HMGN1,1.90277,0.00758231,-3.51837
HMGN2,0.749431,0.14446,-1.46347
HMGN3,0.511615,0.255577,0.918853
HMGN4,0.57106,0.269705,-0.789731
HMGN5,1.27124,0.0913096,-1.5265
HMGXB4,0.957665,0.310667,-0.551617
HMOX1,2.49057,0.252894,-0.563796
HMOX2,0.192599,0.714385,0.186538
HNRNPA0,0.663136,0.382264,-0.466451
HNRNPA1,1.4321,0.0484165,-2.00799
HNRNPA2B1,0.848,0.385568,-0.423443
HNRNPA3,3.32943,0.030245,-1.61751
HNRNPAB,3.43357,0.0463282,-1.39752
HNRNPC,0.698185,0.443909,-0.363661
HNRNPD,3.50158,0.00821769,-2.32113
HNRNPDL,2.64978,0.0144558,-2.23106
HNRNPF,0.0852184,0.882483,-0.0732119
HNRNPH1,3.86205,0.101486,-0.99593
HNRNPH2,0.0773195,0.962616,-0.0198567
HNRNPH3,1.67105,0.302425,-0.502652
HNRNPK,1.2104,0.416969,-0.360054
HNRNPL,0.156409,0.770852,-0.147625
HNRNPLL,2.22438,0.204702,-0.693298
HNRNPM,0.202303,0.726543,0.170641
HNRNPR,3.39513,0.00452128,-3.12383
HNRNPU,0.301106,0.678218,-0.189563
HNRNPUL1,0.842089,0.445403,-0.348778
HNRNPUL2,0.17185,0.802346,-0.115922
HOMER1,0.986968,0.346213,0.471054
HOMER3,1.4517,0.258132,0.605837
HOMEZ,1.18483,0.24844,0.661278
HOOK1,0.0110138,0.952553,-0.0817568
HOOK2,1.18256,0.498,0.283127
HOOK3,1.17033,0.608617,-0.202281
HP1BP3,3.48566,0.0501933,-1.347
HPCAL1,1.48718,0.301063,-0.514578
HPF1,5.3736,0.0188079,-1.6364
HPRT1,3.1492,0.161362,-0.790537
HPS3,1.50041,0.0430983,-2.06338
HPS5,0.0855536,0.911794,0.0515246
HPS6,0.730975,0.757045,-0.122423
HPSE,4.44292,0.0592101,1.20829
HPX,0.130838,0.83513,-0.098714
HRAS,1.01919,0.543167,-0.254147
HRH1,3.12578,0.0125211,-2.18923
HROB,2.80352,0.0761987,1.22346
HS1BP3,0.69194,0.570999,0.24248
HS2ST1,1.80062,0.152565,-0.925429
HSCB,0.829395,0.404161,-0.400087
HSD17B10,1.46297,0.420256,0.347763
HSD17B11,1.92943,0.00821233,-3.4826
HSD17B12,1.33223,0.0596724,-1.91965
HSD17B4,0.147304,0.91591,-0.0445523
HSD17B7,1.98069,0.0453222,-1.7155
HSD17B8,0.431671,0.696032,0.166835
HSD3B7,2.82634,0.119545,-0.975878
HSDL1,1.55339,0.147963,-0.992404
HSDL2,2.16153,0.214592,-0.67038
HSF1,2.79099,0.12628,-0.944061
HSP90AA1,0.0389128,0.973976,-0.0137839
HSP90AA4P,0.552433,0.593353,0.233343
HSP90AB1,0.348506,0.745356,0.139699
HSP90AB3P,0.617772,0.208675,-1.09088
HSP90AB4P,0.502107,0.194395,-1.43704
HSP90B1,1.04046,0.353565,-0.454869
HSPA12A,3.82067,0.0565336,-1.27588
HSPA12B,1.42178,0.443975,-0.326248
HSPA13,0.950149,0.439759,-0.353215
HSPA14,0.760497,0.497413,0.30083
HSPA1A,0.391143,0.534029,-0.31108
HSPA1L,1.44664,0.233499,-0.671983
HSPA2,0.219042,0.56446,0.346951
HSPA4,0.888524,0.389047,-0.41727
HSPA4L,4.18433,0.0943337,1.01108
HSPA5,0.978375,0.542562,0.254144
HSPA6,1.05952,0.347896,-0.463709
HSPA8,3.22013,0.190723,0.694098
HSPA9,2.73913,0.166269,0.788832
HSPB1,3.91123,0.0314992,1.52807
HSPB11,0.933432,0.0686158,-2.33242
HSPB6,0.0115475,0.982744,0.0106858
HSPB8,1.04194,0.201081,0.863236
HSPBAP1,2.77757,0.0431051,1.51617
HSPBP1,0.670189,0.351398,-0.527801
HSPD1,1.23998,0.177316,0.912998
HSPE1,1.76564,0.208121,0.717233
HSPG2,1.24409,0.455926,0.320374
HSPH1,0.189529,0.907978,-0.0480972
HTATIP2,0.909677,0.135792,-1.35591
HTATSF1,2.23559,0.0307423,-1.83659
HTD2,0.0245539,0.972948,0.0162362
HTR3A,1.14256,0.0422616,2.58491
HTRA1,0.353717,0.729233,0.14897
HTRA2,2.29198,0.253011,-0.569588
HTT,0.160552,0.894984,-0.0567771
HUWE1,3.48857,0.265541,-0.518144
HYAL2,2.19974,0.183217,0.764205
HYI,0.154572,0.882514,-0.0644896
HYOU1,0.43948,0.622985,-0.216591
HYPK,1.40541,0.191723,0.820736
IAH1,1.2918,0.210505,-0.766243
IARS1,2.24288,0.0701261,-1.37164
IARS2,1.75739,0.158229,-0.905169
IBA57,0.95777,0.203658,0.881022
IBTK,2.24387,0.0772743,1.29678
ICAM1,5.47308,0.00477249,2.48202
ICAM5,3.11851,0.0268169,1.72516
ICE1,0.604015,0.515582,0.297351
ICE2,0.99326,0.308102,0.542534
ID1,2.03821,0.00621408,-3.71964
IDE,1.97061,0.0720152,-1.41007
IDH1,1.30199,0.356002,-0.438824
IDH2,3.43758,0.0155444,-1.94189
IDH3A,0.184899,0.797457,0.118508
IDH3B,0.172895,0.735579,-0.169813
IDH3G,2.05549,0.35954,-0.402972
IDI1,0.201981,0.822318,-0.105028
IDS,3.37866,3.56E-02,1.52854
IDUA,3.80927,0.148036,0.809908
IFI16,3.70928,0.0472596,-1.34349
IFI35,1.83478,0.367923,-0.397514
IFIH1,0.601288,0.279704,0.749961
IFIT1,0.228943,0.820666,-0.0987898
IFIT2,0.0731938,0.941647,0.0326055
IFIT3,0.161605,0.858475,0.0786345
IFIT5,3.61647,0.0561608,-1.2809
IFITM3,2.97847,0.0050636,-3.00154
IFNGR1,0.210209,0.753685,-0.149336
IFRD1,2.5597,0.0351439,-1.69815
IFRD2,3.15735,0.155088,0.811722
IFT122,1.80734,0.151143,-0.927934
IFT140,0.49016,0.606174,-0.225546
IFT172,1.92753,0.17542,0.814543
IFT20,0.907372,0.0459068,3.27432
IFT22,1.05335,0.169815,1.01617
IFT27,1.85297,0.0629923,-1.53927
IFT43,3.30245,0.126096,0.918312
IFT46,2.252,0.264314,0.549768
IFT52,0.235355,0.756341,-0.140872
IFT57,1.99447,0.171022,0.825466
IFT74,3.00384,0.0709157,1.24236
IFT80,1.55428,0.525449,0.254951
IFT81,1.25567,0.293779,-0.54891
IFT88,1.87291,0.188263,-0.772281
IGBP1,2.67721,0.205413,0.672117
IGDCC4,2.79899,0.074927,-1.2402
IGF1R,3.76848,0.0657506,1.19773
IGF2,0.0803259,0.90265,-0.0590686
IGF2BP1,2.00331,0.183627,-0.776988
IGF2BP2,0.152607,0.813771,0.115753
IGF2BP3,2.19153,0.305703,-0.477473
IGF2R,0.00299151,0.997534,0.00104931
IGFBP2,2.23533,0.00824664,3.00761
IGFBP4,3.27982,0.00754846,2.422
IGFBP5,0.579481,0.387222,-0.463591
IGFBP6,0.99318,0.284505,0.598387
IGFBP7,3.93184,0.0809356,1.09797
IGHMBP2,3.53474,0.36903,0.372581
IGSF8,0.452837,0.578048,0.256039
IK,0.961457,0.262034,0.662899
IKBIP,0.670937,0.508855,-0.296166
IKBKB,1.92167,0.306989,0.483484
IKBKG,3.25921,0.04018,1.48275
IL17D,1.52091,0.254383,-0.60939
IL17RA,1.02942,0.407018,-0.385999
IL18,6.00512,0,3.92616
IL1RAP,0.152888,0.686577,0.249473
IL32,3.23598,0.00483663,3.14878
IL6ST,0.338622,0.765687,-0.127166
ILF2,3.29835,0.0586997,-1.30732
ILF3,3.71025,0.0172251,-1.84018
ILK,0.397792,0.724846,-0.149525
ILKAP,0.888139,0.209578,0.876119
ILRUN,2.28183,0.0626582,1.42024
ILVBL,0.153587,0.938878,0.0326588
IMMP2L,3.46741,0.0944225,1.0517
IMMT,1.24969,0.25502,0.637971
IMP3,1.14992,0.602944,0.206646
IMP4,0.219482,0.809063,0.110466
IMPA1,2.96404,0.223555,0.613821
IMPACT,2.84676,0.0973535,1.08464
IMPDH1,1.33625,0.250693,-0.635108
IMPDH2,0.0647817,0.907004,-0.0619273
INA,3.44966,0.0347136,1.53913
INAVA,3.94977,0.00220833,4.0294
INF2,2.09539,0.354513,0.409331
ING1,1.93599,0.150858,0.910561
ING2,1.85681,0.255915,-0.582836
ING3,2.23091,0.0951153,-1.16509
INIP,2.1136,0.119732,1.04243
INO80,2.92903,0.0834444,-1.16135
INO80D,2.32016,0.104987,1.09599
INO80E,0.118372,0.801871,0.131547
INPP1,2.52598,0.0491032,-1.49582
INPP4A,1.86146,0.374607,0.389047
INPP4B,2.24728,0.185512,-0.751524
INPP5A,1.93348,0.0376645,-1.87828
INPP5E,0.267204,0.610579,0.271881
INPP5F,1.28466,0.478146,0.297535
INPP5K,1.91124,0.0773092,-1.39191
INPPL1,0.393299,0.82974,-0.0867404
INSR,0.112946,0.793335,0.140722
INTS1,0.906858,0.504092,0.286797
INTS10,3.04059,0.0451322,-1.46482
INTS11,2.41912,0.0473926,-1.55443
INTS12,1.74601,0.108721,1.17692
INTS13,0.086048,0.949045,0.0274999
INTS14,3.01844,0.00475,-3.3415
INTS2,0.17761,0.849972,0.0843309
INTS3,2.65416,0.152303,-0.838646
INTS4,0.42121,0.391989,-0.541508
INTS5,2.12965,0.291287,-0.503764
INTS6,3.42554,0.131858,-0.886717
INTS7,0.441463,0.467709,-0.393518
IP6K1,0.0181853,0.978218,0.0130234
IPO11,2.43401,0.0154534,-2.35069
IPO13,1.51998,0.305251,-0.508097
IPO4,0.0405577,0.968988,0.0172191
IPO5,1.9061,0.0801769,-1.35905
IPO7,0.797184,0.326515,-0.544002
IPO8,1.32689,0.36832,-0.418479
IPO9,0.785079,0.359256,-0.484524
IQCB1,0.319658,0.714157,-0.16209
IQCJ-SCHIP1,1.90893,0.0190196,2.51173
IQGAP1,1.6163,0.236982,-0.646732
IQGAP3,4.40073,0.0166382,-1.77203
IQSEC1,3.90345,0.0942873,-1.02411
IQSEC2,2.49685,0.150596,-0.861729
IRAK1,3.73409,0.0122864,2.00974
IRAK2,4.54386,0,4.57505
IRAK4,2.21964,0.120967,-1.02163
IREB2,0.639625,0.365159,-0.500162
IRF2,0.601805,0.179151,1.35481
IRF2BP1,0.0293504,0.953134,0.0308604
IRF2BP2,0.0369343,0.944538,-0.0357575
IRF2BPL,2.09247,0.223494,-0.650215
IRF3,1.5191,0.327476,-0.465438
IRF9,2.71712,0.0657363,-1.32201
IRGQ,2.43278,0.179812,0.758132
IRS1,3.43258,0.00497834,2.73005
IRS2,1.41471,0.379648,0.396936
ISCA1,1.207,0.376868,0.408668
ISCA2,1.87431,0.213174,0.692403
ISCU,2.84359,0.139935,0.883209
ISG15,0.0713003,0.887106,0.0732552
ISLR,1.95361,0.06372,-1.50415
ISOC1,0.761358,0.542743,-0.261023
ISOC2,0.0714289,0.895191,-0.0687336
IST1,0.998847,0.478377,0.308379
ISY1,2.41235,0.0919457,-1.14656
ISYNA1,1.30544,0.42062,-0.352588
ITCH,0.438395,0.750717,0.137853
